132,2014-12-01,,109683.58,41
133,2020-01-08,,276130.41,5
134,2022-05-15,,131675.22,6
135,2018-09-25,,135384.94,52
136,2021-12-26,,447575.29,40
137,2018-08-20,,224232.48,19
138,2019-02-03,2021-10-17,88219.5,31
139,2022-01-18,,449185.75,51
140,2012-01-04,,158118.04,24
141,2018-11-12,,443531.02,13
142,2023-09-10,,255428.05,22
143,2014-02-09,,294765.76,17
144,2018-09-17,2021-12-22,477274.21,26
145,2015-08-28,2020-06-17,85562.29,34
146,2020-07-31,,447030.13,41
147,2013-11-07,,218622.11,17
148,2014-01-15,2025-07-22,480214.14,37
149,2017-01-30,,167061.7,16
150,2015-09-07,,424282.75,45
151,2018-11-13,,264398.89,20
152,2023-03-07,,333370.39,37
153,2017-03-02,2017-05-23,322989.86,43
154,2020-07-21,,312433.47,29
155,2024-04-21,2024-07-13,455740.88,42
156,2019-11-13,,351017.12,33
157,2021-03-18,2026-02-03,207558.21,14
158,2023-04-19,,208036.89,22
159,2025-03-15,2025-07-14,483284.36,23
160,2013-09-01,,363285.93,30
161,2020-03-11,,475122.52,55
162,2013-08-18,,170794.71,35
163,2017-03-13,2024-12-19,198590.86,15
164,2020-06-16,,490229.35,50
165,2013-02-07,2021-07-01,173655.09,17
166,2014-07-30,,376935.22,51
167,2018-11-19,,246356.88,53
168,2016-03-04,,98895.72,19
169,2016-10-20,,209954.43,25
170,2018-05-02,,381016.07,51
171,2025-04-19,,229903.53,26
172,2018-03-02,2025-11-02,133271.56,18
173,2018-12-23,,475249.07,15
174,2019-08-30,,490191.53,22
175,2021-05-08,2023-04-08,419494.62,42
176,2018-08-10,,259275.48,48
177,2023-02-04,,330428.16,55
178,2016-08-19,,164282.08,14
179,2021-05-10,,481614.12,1
180,2018-03-11,,301898.26,50
181,2020-04-21,,160477.8,18
182,2025-02-14,,332923.59,39
183,2018-05-23,,105555.1,5
184,2020-10-14,,359645.65,51
185,2021-06-15,,276806.6,37
186,2014-05-26,2018-09-01,346134.61,30
187,2024-03-15,2024-10-27,111167.49,44
188,2011-12-08,,360426.11,11
189,2019-10-23,,378270.68,16
190,2018-12-13,,135525.52,3
191,2024-04-13,,178374.84,25
192,2022-04-26,,410406.78,16
193,2016-09-28,2023-04-26,278921.07,51
194,2018-06-21,,226864.42,28
195,2023-10-16,2025-07-27,170613.94,41
196,2020-02-02,,422551.01,58
197,2015-08-17,2018-04-24,295965.04,52
198,2021-02-11,,456018.29,5
199,2016-07-11,,89887.34,31
200,2016-12-25,2017-02-22,343221.59,7
201,2019-02-10,,375416.94,44
202,2011-05-22,,444269.62,34
203,2024-05-06,,483366.0,34
204,2019-04-29,2021-02-14,110460.47,42
205,2022-06-13,,67987.95,2
206,2016-10-11,,428878.63,19
207,2020-12-19,,265802.23,5
208,2021-05-14,,155484.46,13
209,2011-11-19,2014-01-29,476621.58,31
210,2016-06-28,,384759.43,30
211,2014-08-18,,489588.48,37
212,2016-02-18,,423405.73,45
213,2013-05-14,,372582.1,27
214,2024-09-08,,411723.47,58
215,2015-01-18,,119458.32,37
216,2022-11-30,,128108.85,24
217,2021-04-12,,366616.22,7
218,2018-05-04,,486224.16,33
219,2011-09-22,,229207.7,46
220,2024-03-27,,202280.86,7
221,2022-11-12,,459688.49,54
222,2019-01-12,2019-07-03,373417.27,6
223,2017-04-07,,342384.59,55
224,2025-01-18,,242085.91,45
225,2019-12-17,,198447.54,34
226,2016-08-01,,432359.49,21
227,2017-01-07,,269991.04,58
228,2015-12-06,,266839.89,46
229,2019-09-08,,224314.01,38
230,2017-01-08,,284092.55,24
231,2014-12-03,,271278.38,2
232,2015-01-19,,210618.36,1
233,2023-11-14,2025-05-14,457281.98,5
234,2017-08-27,,279881.35,28
235,2022-01-08,,55650.74,20
236,2023-04-19,2023-09-12,426417.55,23
237,2021-05-29,2021-10-14,162977.84,17
238,2018-02-09,,327560.77,23
239,2019-10-21,2026-03-16,398098.16,18
240,2012-07-21,2022-04-16,137091.54,35
241,2018-04-05,,333459.47,5
242,2025-03-29,,240508.03,35
243,2012-08-07,,107532.36,60
244,2018-01-12,2025-09-19,288685.58,18
245,2016-03-31,,455825.11,49
246,2020-05-16,2024-10-14,480706.06,49
247,2012-07-06,,72709.14,51
248,2012-10-16,,394428.83,20
249,2015-11-11,,184914.04,42
250,2014-12-06,,234197.6,52
251,2020-04-24,,349674.2,39
252,2013-11-28,,306031.86,48
253,2020-10-17,,451964.47,41
254,2013-07-07,,364883.89,2
255,2016-08-03,,304632.64,20
256,2011-07-12,,242046.89,59
257,2014-09-01,2017-05-27,236171.74,52
258,2022-01-17,2024-08-23,350910.77,29
259,2018-07-07,,422416.98,37
260,2012-03-02,,446711.99,26
261,2016-04-11,2019-03-30,149436.21,28
262,2020-06-15,,82945.35,10
263,2012-08-16,,400481.85,35
264,2011-07-20,,449913.14,19
265,2023-04-16,,388935.85,39
266,2025-03-30,,366237.54,37
267,2021-11-02,,101197.95,16
268,2020-11-05,2026-03-22,307681.98,32
269,2023-08-09,2025-06-15,495344.97,27
270,2016-06-04,,205906.68,40
271,2012-11-29,,408016.39,40
272,2018-05-11,2019-02-15,397693.44,11
273,2013-10-02,2025-05-12,266945.56,46
274,2019-01-27,,452664.61,48
275,2021-08-15,,141987.12,20
276,2012-09-11,,316336.5,35
277,2012-02-24,,124180.71,17
278,2016-08-27,,373670.83,19
279,2020-02-26,,74466.32,37
280,2017-04-18,,99802.84,1
281,2019-11-17,,153978.28,29
282,2020-11-28,,53679.77,15
283,2016-05-19,2020-08-11,477043.73,40
284,2022-10-24,2023-05-18,106357.03,58
285,2012-06-15,2022-03-14,55578.83,24
286,2021-09-08,,340139.17,15
287,2017-11-06,,195516.71,37
288,2013-05-01,2017-01-02,449113.51,18
289,2018-10-16,,137021.76,49
290,2022-04-24,,144561.27,42
291,2014-03-17,,72312.86,47
292,2018-03-31,,289554.87,46
293,2015-10-28,,94036.34,3
294,2023-12-15,,163808.65,29
295,2020-03-25,,265016.84,26
296,2017-04-24,,342481.18,39
297,2011-06-03,2026-01-15,70311.93,9
298,2020-10-09,2024-09-07,346440.79,14
299,2015-09-29,,368773.66,52
300,2020-05-29,2021-10-31,421278.24,15
301,2021-10-11,,106902.44,35
302,2022-02-28,,429256.15,11
303,2012-05-11,,162330.55,30
304,2015-12-08,,134145.07,45
305,2013-10-17,,343423.24,28
306,2024-03-18,,392741.3,6
307,2018-02-16,,71654.32,55
308,2023-05-22,,217644.55,35
309,2022-06-07,,73954.96,39
310,2020-12-04,,497846.58,58
311,2016-06-01,,199812.35,30
312,2021-01-03,,376661.6,53
313,2019-05-16,,381674.13,20
314,2017-02-17,2020-03-02,71092.47,34
315,2016-12-01,2024-12-29,378391.55,55
316,2018-06-22,,305703.58,17
317,2014-04-02,2024-08-10,156815.73,8
318,2014-03-01,,384358.34,40
319,2011-09-11,2016-06-16,282932.43,46
320,2025-03-13,,411414.48,35
321,2016-12-12,,207037.21,31
322,2012-02-11,,82774.9,25
323,2023-05-05,,274878.14,53
324,2013-04-09,,327927.48,31
325,2017-06-12,,429928.96,36
326,2015-10-10,,352519.29,38
327,2021-10-16,,210402.53,54
328,2016-07-23,,276107.3,24
329,2024-06-19,2025-05-23,427851.99,7
330,2024-03-24,,338689.08,20
331,2018-03-02,,360224.66,21
332,2019-04-16,,195171.62,13
333,2017-08-31,,137460.59,29
334,2017-06-13,2020-10-11,212463.85,17
335,2018-09-14,,477437.58,44
336,2022-02-11,,186570.78,7
337,2019-07-15,,325874.95,15
338,2024-09-12,,168860.23,44
339,2015-05-22,,378678.96,12
340,2017-03-31,,273870.27,29
341,2011-06-06,,482721.89,21
342,2019-01-26,,317280.83,3
343,2014-01-21,,78582.93,29
344,2024-03-08,2024-06-20,459573.48,21
345,2013-05-30,,263511.68,5
346,2023-02-25,,402002.2,12
347,2016-01-16,2025-10-02,268608.14,38
348,2018-09-18,,463993.34,34
349,2011-09-14,,426747.58,14
350,2019-06-09,,266049.04,37
351,2016-04-23,,81893.67,1
352,2023-01-30,2023-10-18,257022.51,7
353,2018-12-25,,361599.13,2
354,2015-10-23,,459125.14,33
355,2016-09-11,,68894.93,28
356,2015-09-27,,95847.1,14
357,2012-03-03,2021-11-16,455073.57,40
358,2016-09-17,2018-12-23,373070.53,36
359,2018-12-15,2022-02-12,121811.36,43
360,2024-02-20,,247498.45,36
361,2013-07-26,,93575.15,3
362,2020-04-06,2025-11-06,196974.4,44
363,2025-05-09,2025-09-23,302622.99,15
364,2023-09-20,,455628.37,32
365,2024-10-09,2025-10-30,399199.55,9
366,2018-07-23,,163382.72,40
367,2023-04-12,,403638.2,36
368,2022-06-30,,146996.22,47
369,2021-01-16,,103637.82,27
370,2023-03-24,,315258.57,31
371,2022-08-15,,471009.82,16
372,2013-10-19,,398295.98,42
373,2017-04-12,,76811.02,57
374,2018-04-12,,169750.82,40
375,2013-06-23,,440081.11,51
376,2022-11-01,,385120.38,55
377,2020-01-13,,442486.82,32
378,2012-06-01,,292412.87,55
379,2016-06-07,,474785.12,23
380,2012-05-06,,467073.09,34
381,2017-04-20,,370101.05,17
382,2020-07-27,,177553.22,18
383,2021-04-06,,328914.16,21
384,2016-04-08,,410970.14,48
385,2023-02-05,,114612.98,40
386,2018-03-21,,257221.94,47
387,2019-05-10,,152090.91,18
388,2014-02-15,,222185.08,12
389,2014-05-11,,246342.59,30
390,2018-03-15,,201826.41,9
391,2019-10-04,,343303.12,18
392,2022-11-28,,237662.62,49
393,2024-11-13,,355277.02,46
394,2021-06-05,,420763.49,28
395,2020-08-02,,294838.43,47
396,2012-03-12,,485223.89,31
397,2012-07-01,,440717.13,27
398,2023-02-16,2024-07-31,185445.24,22
399,2020-03-19,,161938.11,44
400,2016-06-14,,496254.08,32
401,2022-04-29,2026-04-15,333083.87,26
402,2022-10-26,,209327.73,19
403,2019-09-22,,109395.76,57
404,2022-07-22,,421669.48,53
405,2013-08-07,,276525.43,23
406,2014-08-31,,204096.23,12
407,2014-03-08,,290825.58,35
408,2021-06-09,2025-01-06,354709.61,8
409,2022-02-26,2025-03-10,393430.27,21
410,2017-03-08,,163168.26,57
411,2021-07-12,,176106.44,52
412,2022-08-17,,296410.99,49
413,2022-03-17,,77670.65,6
414,2024-05-17,2024-10-17,130923.7,31
415,2014-10-29,,95833.0,56
416,2017-12-15,,323122.22,30
417,2013-04-09,,354606.46,26
418,2023-10-21,,216419.27,57
419,2015-10-14,,484538.76,24
420,2023-12-31,,420002.11,43
421,2021-03-28,,374861.45,10
422,2021-04-13,,335914.93,19
423,2020-04-02,,248538.14,12
424,2018-11-15,,286123.85,45
425,2012-03-09,2018-05-06,61292.58,23
426,2021-03-09,2021-11-25,262313.07,57
427,2013-04-22,,487187.58,60
428,2017-01-14,,286516.35,35
429,2012-04-25,,331648.49,52
430,2016-11-12,,228478.38,20
431,2023-12-09,,218685.21,53
432,2015-09-15,,119908.76,2
433,2022-06-30,,144761.5,24
434,2021-03-08,2022-11-30,442901.71,55
435,2017-03-28,2021-09-25,451863.18,8
436,2013-07-22,,419670.42,35
437,2015-07-17,2017-11-13,188959.25,28
438,2020-11-08,,392797.97,52
439,2016-05-26,,78176.86,38
440,2012-01-09,2025-11-13,348746.05,12
441,2013-03-25,,214221.84,28
442,2012-03-05,,298667.74,41
443,2020-04-07,,383170.96,7
444,2025-03-05,,297339.76,39
445,2021-08-24,,138848.05,58
446,2016-06-03,,283779.22,11
447,2018-06-04,,471472.91,23
448,2012-01-20,,80792.87,35
449,2023-06-19,,110659.38,11
450,2021-09-16,,267542.86,43
451,2014-01-06,,248451.3,56
452,2019-12-13,2020-06-22,144448.99,39
453,2018-09-05,,222916.23,36
454,2022-05-20,,125171.64,60
455,2021-08-18,,99607.26,45
456,2019-04-20,,281717.85,38
457,2012-12-19,,216781.97,25
458,2015-05-19,,64860.46,14
459,2017-09-05,,248703.32,16
460,2015-08-17,,88629.86,50
461,2024-07-28,,144061.5,16
462,2018-02-28,,117420.69,28
463,2013-05-19,,51177.58,42
464,2024-05-20,,110095.29,59
465,2012-05-14,2015-02-20,421905.58,42
466,2019-06-10,,60104.63,32
467,2022-11-23,,369920.82,31
468,2019-12-31,,316029.45,12
469,2011-07-27,,65206.7,22
470,2020-09-15,,85029.44,17
471,2013-05-10,2022-05-03,149554.43,30
472,2021-01-27,,200329.7,1
473,2012-12-23,,282470.41,9
474,2015-09-03,,144372.99,6
475,2020-09-13,,111992.63,32
476,2014-01-11,2017-05-25,383502.32,36
477,2021-01-30,,401828.36,54
478,2011-10-20,2017-11-30,497589.65,57
479,2021-05-26,,140235.29,15
480,2021-01-30,,207901.12,44
481,2018-06-18,,457974.24,2
482,2017-04-11,,382562.47,56
483,2020-04-06,,91067.84,4
484,2013-06-01,,61500.2,51
485,2022-04-06,2022-11-02,237206.21,51
486,2013-03-27,,138892.49,29
487,2023-08-20,,148620.29,19
488,2012-12-06,,372877.1,14
489,2011-11-22,2015-07-03,176777.89,49
490,2016-11-25,,51288.78,12
491,2019-07-06,,62558.19,58
492,2013-05-07,2017-06-07,297173.09,56
493,2021-03-24,,482955.18,47
494,2023-12-10,,204551.45,12
495,2018-11-19,,95867.32,54
496,2022-01-13,,235305.8,33
497,2022-11-02,,328464.05,11
498,2018-10-11,,99512.99,18
499,2019-02-08,,128265.95,17
500,2022-01-28,,409312.12,20
501,2017-07-16,,223709.68,58
502,2020-10-20,,281025.79,41
503,2017-02-08,,74392.12,15
504,2017-10-31,,299878.94,9
505,2024-02-22,,114945.88,45
506,2021-04-16,,205804.26,14
507,2016-05-15,,182269.7,31
508,2024-07-30,,144763.91,29
509,2022-05-01,,443415.03,27
510,2017-06-04,,429605.2,46
511,2016-04-06,,330122.51,24
512,2024-09-26,,343153.73,41
513,2021-01-26,,60171.18,31
514,2012-12-20,,247739.11,26
515,2016-12-09,,105022.28,20
516,2017-12-28,,247421.34,34
517,2013-08-06,,77484.14,33
518,2016-05-21,,264212.76,27
519,2015-10-01,,88444.36,46
520,2015-05-19,,138178.03,24
521,2011-10-26,,224750.4,31
522,2015-06-21,,380437.74,21
523,2019-03-26,,86377.96,43
524,2019-06-09,,301467.85,14
525,2011-10-03,,63184.92,20
526,2015-08-26,,328994.24,32
527,2023-03-10,,185323.27,50
528,2014-03-15,,265264.09,2
529,2015-01-09,2015-09-05,297727.92,4
530,2024-03-12,,412640.11,43
531,2019-07-26,2025-02-17,234848.64,54
532,2024-04-17,,168345.75,21
533,2015-05-18,,263060.34,20
534,2021-02-16,,204716.98,13
535,2013-10-22,,148754.35,58
536,2018-07-06,,337020.25,3
537,2019-01-28,2022-12-09,461020.81,51
538,2011-12-05,,248881.36,26
539,2014-02-19,,429439.2,29
540,2019-08-19,,111222.23,29
541,2021-09-10,,234119.85,37
542,2019-10-07,,427940.17,40
543,2014-07-11,,411767.49,12
544,2021-06-11,,198983.48,40
545,2019-10-22,,392368.41,29
546,2018-01-17,2025-04-19,86329.55,28
547,2024-08-01,,304996.61,16
548,2025-03-13,,115849.14,9
549,2019-05-25,,159612.38,27
550,2017-07-18,,402177.06,51
551,2013-05-12,,197245.74,28
552,2018-02-26,,488225.25,10
553,2017-03-04,2021-01-13,284399.02,21
554,2022-03-15,2023-12-07,340288.19,39
555,2015-03-11,,260598.28,27
556,2013-11-11,,308471.31,29
557,2017-12-18,,79330.56,56
558,2023-05-30,,205828.01,46
559,2018-02-15,,264761.27,3
560,2023-02-25,,265011.05,53
561,2015-12-19,,162408.47,5
562,2018-05-10,,360887.44,19
563,2014-10-16,,330106.27,49
564,2015-11-08,,63484.65,58
565,2018-03-01,,395323.11,52
566,2014-04-18,,368810.43,50
567,2022-06-21,2025-06-24,441148.58,45
568,2022-01-07,,299026.82,14
569,2017-07-28,2025-02-20,479271.44,37
570,2017-02-21,,374476.14,17
571,2020-02-10,2021-06-24,215892.6,1
572,2024-06-14,,266380.73,14
573,2016-10-13,2023-02-05,79744.59,23
574,2021-11-18,2025-11-22,454172.86,19
575,2021-12-25,,399493.61,53
576,2023-06-03,,437547.58,28
577,2020-12-20,,168775.04,15
578,2014-06-29,,233141.77,1
579,2017-03-13,,180082.71,49
580,2020-10-17,,466880.24,39
581,2017-08-16,2022-04-17,127599.29,38
582,2024-12-26,,86881.27,4
583,2021-12-19,,170659.27,32
584,2012-05-14,,323452.33,19
585,2015-01-27,,289547.24,42
586,2018-09-23,,355021.87,5
587,2023-02-24,,446505.09,51
588,2023-07-24,2025-08-02,344812.08,33
589,2020-09-09,,183964.26,5
590,2021-11-30,,269898.62,57
591,2023-08-29,2025-10-31,227439.86,51
592,2015-04-01,,452773.48,37
593,2023-07-15,,69060.06,21
594,2024-08-22,,267425.17,29
595,2015-09-04,,305524.57,45
596,2018-10-14,2019-04-02,472763.78,21
597,2014-08-11,2020-09-01,279201.02,1
598,2012-10-30,2013-07-18,341574.82,57
599,2020-05-22,2020-09-01,300232.71,52
600,2012-02-11,2013-05-08,206338.65,50
601,2013-12-25,,431060.9,31
602,2016-08-01,,158287.7,35
603,2018-03-26,,106800.45,39
604,2019-08-16,,486383.16,22
605,2018-01-27,,123582.09,52
606,2016-01-16,,398250.04,55
607,2014-06-05,,54238.44,38
608,2018-12-15,,453350.31,27
609,2014-07-03,,108871.48,39
610,2019-08-16,2023-05-21,247192.76,21
611,2015-06-13,,80125.65,45
612,2024-01-12,,441958.81,3
613,2024-05-26,2026-01-04,315294.1,3
614,2024-06-16,,319754.11,29
615,2011-07-31,,89781.93,17
616,2017-05-21,,224159.39,14
617,2021-02-23,,95648.66,32
618,2024-02-15,,440197.24,49
619,2017-12-01,,447302.63,55
620,2015-12-28,,290384.74,8
621,2019-01-07,,202891.25,5
622,2013-01-09,2018-02-21,291947.02,59
623,2012-09-17,,435640.91,53
624,2017-11-13,,161184.05,12
625,2024-01-01,2025-05-08,86702.95,15
626,2025-05-01,,113126.71,28
627,2018-07-01,,304961.79,1
628,2024-03-28,,116374.34,38
629,2025-02-10,2025-11-15,61793.14,33
630,2015-07-20,,378789.17,17
631,2015-06-12,,379220.75,42
632,2024-12-02,,258057.62,54
633,2011-05-19,,222431.67,41
634,2018-12-26,,293245.79,54
635,2020-03-18,,100344.09,9
636,2023-05-21,2026-05-02,285790.71,14
637,2013-10-21,,433945.44,20
638,2021-06-16,,228201.96,45
639,2011-07-16,,113884.64,47
640,2019-01-25,,101454.65,56
641,2016-02-12,,224737.48,11
642,2020-04-14,,80171.36,22
643,2018-08-06,,86572.4,14
644,2017-12-27,,363730.63,26
645,2014-03-30,,101190.0,9
646,2019-06-13,,292005.21,12
647,2022-10-29,,450774.99,57
648,2016-07-16,,107800.03,22
649,2012-08-20,,412390.7,51
650,2013-05-12,2018-08-03,206717.84,45
651,2013-09-02,,395331.01,55
652,2018-07-25,,121270.06,54
653,2014-05-03,,233882.85,48
654,2020-06-20,,323632.89,27
655,2018-09-27,,254567.69,33
656,2021-08-28,,467298.43,33
657,2019-09-03,,270341.93,24
658,2011-08-12,2023-09-20,54764.23,17
659,2012-03-25,2023-05-05,105886.82,33
660,2020-04-17,2021-10-13,482568.25,11
661,2021-02-10,,214336.91,2
662,2015-07-10,2023-07-04,329396.5,40
663,2022-07-16,,369451.89,2
664,2014-06-18,,153044.78,4
665,2021-12-26,,90214.4,11
666,2014-01-24,,221772.36,20
667,2022-01-23,,494497.64,38
668,2023-11-07,2025-09-01,120557.63,22
669,2020-11-07,2024-02-03,367727.27,14
670,2013-03-13,,248222.17,32
671,2021-11-06,2025-07-22,445195.38,2
672,2022-01-19,,50857.84,24
673,2023-07-29,,313676.65,22
674,2018-01-26,,372205.06,17
675,2019-10-12,,379337.58,36
676,2016-10-19,,356881.09,57
677,2012-01-27,,297048.03,51
678,2011-12-24,,52646.54,10
679,2011-09-01,,145137.12,39
680,2025-04-07,,239840.0,25
681,2024-11-24,,172413.78,18
682,2021-03-16,,97458.18,13
683,2019-04-17,,124905.15,17
684,2017-12-13,,297744.79,54
685,2025-03-17,,72180.12,31
686,2015-06-08,2015-06-16,390748.95,31
687,2013-08-22,,383000.52,25
688,2024-12-08,,387205.78,43
689,2015-01-03,,455793.64,3
690,2022-12-09,,381780.35,34
691,2021-01-16,2021-08-26,391541.4,3
692,2016-01-02,,458522.89,53
693,2017-07-16,,263475.08,39
694,2015-09-08,,297141.08,16
695,2012-04-15,,284211.75,1
696,2016-03-03,,235666.41,23
697,2014-10-25,,90813.73,40
698,2023-09-11,2026-05-05,355129.16,38
699,2019-11-21,,111726.91,29
700,2011-06-12,,439481.47,31
701,2014-02-05,2022-12-19,134168.51,60
702,2019-04-27,2021-08-28,62883.04,13
703,2024-09-11,,193189.53,20
704,2013-07-25,,71788.58,8
705,2023-02-28,,385104.03,35
706,2024-10-14,,59029.17,14
707,2018-07-23,2022-08-12,460010.56,54
708,2011-09-17,,498718.09,23
709,2019-01-03,,227479.09,3
710,2018-02-15,,346200.16,53
711,2012-04-01,,225527.25,57
712,2011-10-06,,474635.21,7
713,2024-04-09,,144322.69,18
714,2012-07-31,2012-09-06,253681.17,50
715,2024-08-20,,170256.77,6
716,2017-10-04,,84913.18,33
717,2016-02-21,,278597.27,40
718,2012-05-30,,415649.66,44
719,2022-08-10,,71332.38,46
720,2014-05-26,,157510.59,42
721,2020-11-14,2026-03-29,255156.41,11
722,2011-09-24,2023-02-08,479081.9,31
723,2022-08-05,,381749.03,8
724,2011-05-28,,104864.0,19
725,2021-05-26,,403616.58,42
726,2023-05-09,2023-11-12,193268.29,43
727,2015-02-05,,469700.12,12
728,2016-02-07,,360031.6,58
729,2016-03-20,2020-04-08,146747.12,35
730,2013-05-01,,62242.09,1
731,2018-10-16,,394793.78,57
732,2015-06-18,2019-12-03,151673.06,40
733,2018-03-03,,402268.07,23
734,2012-03-20,2018-01-26,111052.49,1
735,2017-02-01,2022-03-28,279001.11,31
736,2012-10-05,,362087.84,60
737,2013-07-31,,300353.8,13
738,2018-04-20,,59106.5,29
739,2019-03-11,,302748.12,15
740,2013-06-20,,97953.49,47
741,2021-06-20,,89337.21,21
742,2012-01-17,2024-09-14,135494.12,4
743,2013-09-06,,417949.41,43
744,2020-01-06,,123237.21,2
745,2014-10-05,,94653.1,23
746,2019-12-05,2023-10-30,295896.45,25
747,2025-05-11,,410857.32,57
748,2017-11-02,2018-07-26,478338.24,18
749,2020-10-31,,217658.24,12
750,2023-09-30,,420364.68,55
751,2016-06-17,,442126.55,21
752,2016-07-06,,440642.16,26
753,2013-09-09,,261816.08,3
754,2014-11-29,,230789.39,52
755,2016-07-18,,252924.64,49
756,2013-08-19,,422239.21,22
757,2012-08-15,,484196.43,7
758,2014-07-05,,116685.25,18
759,2019-07-05,,434524.09,26
760,2018-07-26,,61522.71,8
761,2022-01-28,2022-07-21,379964.51,9
762,2024-01-02,,239008.19,27
763,2012-03-21,,194587.33,39
764,2017-01-02,,217862.22,19
765,2016-01-08,,302842.73,27
766,2018-09-09,,473266.38,30
767,2025-01-01,,161051.53,25
768,2015-12-24,,216198.79,47
769,2011-07-15,,243980.99,10
