85,2024-12-26,21:07:47,saldo,,223,228,KC959413
86,2017-04-01,10:57:35,deposito,139.25,538,138,XN507608
87,2026-04-13,13:26:05,saldo,,593,30,SX211034
88,2024-07-09,14:21:49,saldo,,628,219,Wt037433
89,2025-05-23,10:40:44,saldo,,1167,31,YV046967
90,2025-04-23,20:39:17,prelievo,43.87,298,15,qx970106
91,2025-03-28,12:41:03,prelievo,131.8,1024,184,bi027633
92,2024-06-26,14:36:33,prelievo,16.99,628,275,Wt037433
93,2021-01-26,00:19:43,deposito,136.89,1099,5,OD153822
94,2024-02-27,17:41:25,prelievo,125.48,1024,240,bi027633
95,2021-10-22,13:16:20,prelievo,15.92,315,229,LL409499
96,2025-05-18,07:14:42,prelievo,98.1,689,37,QV748078
97,2025-09-06,15:04:32,prelievo,79.25,320,106,Ut663071
98,2024-09-08,22:33:09,deposito,127.62,527,185,FG881575
99,2026-01-31,18:35:43,prelievo,159.39,706,31,FA324974
100,2017-07-09,00:32:04,deposito,38.82,801,189,zx581123
101,2023-10-09,15:16:09,deposito,147.77,189,150,NM636869
102,2025-11-24,04:48:47,prelievo,60.04,1093,11,VW521589
103,2020-03-13,18:49:50,deposito,13.1,43,73,yJ510749
104,2020-05-09,20:31:25,prelievo,86.82,634,3,ip982341
105,2023-06-10,21:44:54,lista_movimenti,,565,289,PQ225368
106,2024-10-29,15:49:22,saldo,,329,117,Rz676207
107,2025-11-07,22:54:52,prelievo,55.67,618,144,yG217061
108,2020-11-12,22:43:39,deposito,164.82,882,178,Rm212158
109,2014-01-02,21:40:29,deposito,147.2,659,13,pS222156
110,2022-05-28,22:20:21,lista_movimenti,,926,43,ca711552
111,2024-09-27,20:37:14,deposito,178.24,721,144,tO887956
112,2025-11-22,18:42:40,lista_movimenti,,732,231,pY825420
113,2023-04-06,21:02:50,prelievo,62.83,622,62,VV522018
114,2022-08-11,00:34:49,prelievo,134.87,490,157,AA132680
115,2025-11-16,17:00:59,prelievo,67.23,315,149,LL409499
116,2012-04-03,23:17:04,prelievo,156.39,209,213,mE300044
117,2023-12-15,05:42:11,deposito,23.78,603,163,MD910872
118,2025-06-07,05:37:41,prelievo,149.9,906,25,it130049
119,2025-07-17,17:45:52,deposito,40.23,915,87,Dl823981
120,2015-04-18,10:50:36,deposito,142.3,927,230,Tl519480
121,2023-02-24,09:14:14,saldo,,68,151,xO594286
122,2023-12-05,22:52:50,saldo,,223,3,KC959413
123,2025-09-08,23:50:02,lista_movimenti,,453,285,Tg814433
124,2019-07-19,20:37:24,deposito,198.95,543,12,cK465911
125,2025-11-22,15:27:39,deposito,160.76,397,56,PQ193294
126,2021-08-20,21:32:49,saldo,,596,3,jh334227
127,2022-11-15,16:51:52,prelievo,29.93,1130,277,yw999567
128,2025-06-21,19:31:44,deposito,10.27,717,256,LS493276
129,2025-08-12,12:51:40,prelievo,26.88,512,270,Pq349201
130,2025-06-04,17:47:19,saldo,,575,122,cX077975
131,2021-04-24,02:45:15,deposito,146.2,446,204,Qu176456
132,2023-05-27,00:05:55,lista_movimenti,,1148,39,zH881822
133,2021-05-26,20:04:25,deposito,87.34,519,82,kQ808429
134,2025-01-28,20:50:00,deposito,57.84,468,263,Ti017759
135,2019-12-25,16:18:53,deposito,123.71,348,77,qd961534
136,2025-06-08,09:43:58,lista_movimenti,,697,161,dw577425
137,2021-11-01,11:41:28,prelievo,52.71,887,103,LQ256301
138,2022-03-24,12:38:06,prelievo,56.11,66,281,NG470289
139,2021-10-11,19:11:38,prelievo,49.37,183,133,Mm570486
140,2015-03-05,16:42:17,deposito,94.77,718,140,Mt154953
141,2024-08-03,22:40:55,saldo,,762,257,gs248964
142,2013-09-16,23:24:21,prelievo,108.54,711,229,pu458971
143,2022-09-23,19:44:06,prelievo,51.22,672,150,Sx888264
144,2017-09-19,15:04:10,deposito,65.16,357,126,wa254369
145,2014-09-09,02:35:11,prelievo,159.09,704,226,LY958187
146,2023-02-22,10:35:00,lista_movimenti,,1109,100,Yg629950
147,2022-09-10,18:05:38,lista_movimenti,,94,90,OG342686
148,2019-12-19,22:16:24,prelievo,77.86,941,72,Zz733033
149,2024-01-31,03:04:01,prelievo,96.39,519,230,kQ808429
150,2022-07-25,14:28:24,prelievo,42.0,732,200,pY825420
151,2026-01-22,12:33:33,deposito,79.62,625,291,jh031923
152,2025-01-08,09:44:07,prelievo,179.05,710,6,tB382032
153,2023-12-09,12:59:26,deposito,187.69,690,100,nV224408
154,2019-03-07,00:42:15,deposito,89.54,910,82,PS396027
155,2022-04-11,07:38:21,lista_movimenti,,1020,190,PZ465362
156,2025-06-26,20:26:41,deposito,160.32,328,198,TR808793
157,2022-06-03,16:27:40,prelievo,162.39,379,48,UA644901
158,2017-10-28,07:46:08,deposito,37.0,1071,241,Dk496735
159,2019-10-14,01:30:24,lista_movimenti,,1153,244,YW550301
160,2022-08-16,19:38:04,lista_movimenti,,267,194,cq633006
161,2017-02-12,00:06:18,prelievo,157.4,764,276,mq975973
162,2026-02-25,11:11:24,deposito,20.26,444,143,Id610604
163,2023-07-25,13:53:05,deposito,189.67,1056,128,Su169084
164,2026-01-19,08:42:56,prelievo,24.62,161,16,Xa470418
165,2025-09-29,12:50:40,lista_movimenti,,282,220,lU104218
166,2026-01-07,09:07:10,saldo,,802,134,NO117837
167,2024-04-01,21:43:23,prelievo,159.8,580,158,Hd443222
168,2015-09-17,21:22:00,prelievo,110.5,1124,192,aZ655575
169,2022-09-23,11:59:22,lista_movimenti,,1094,171,Ao496677
170,2019-05-02,17:49:06,prelievo,87.6,676,165,aY201522
171,2025-08-29,07:42:12,prelievo,36.36,1061,221,na289629
172,2016-07-25,10:49:01,deposito,117.49,986,18,tr946002
173,2019-10-16,07:12:17,saldo,,788,146,Fc865300
174,2023-12-23,14:17:53,prelievo,67.44,130,123,FM266022
175,2025-10-04,06:13:52,prelievo,196.52,78,258,Xc965152
176,2016-08-15,07:05:59,prelievo,22.45,622,110,VV522018
177,2023-05-20,03:54:23,saldo,,1067,63,yo900724
178,2023-08-10,07:34:30,prelievo,19.12,812,45,ja410389
179,2025-01-21,03:21:53,saldo,,367,193,dK855155
180,2023-04-06,18:09:31,deposito,152.04,23,215,Kv616996
181,2022-12-04,23:11:58,saldo,,439,162,dh030688
182,2025-10-15,18:11:05,deposito,156.07,939,283,PZ716515
183,2013-03-05,00:22:05,lista_movimenti,,639,143,jy431161
184,2019-07-23,21:44:14,deposito,24.52,837,164,iq967330
185,2023-11-22,18:09:18,saldo,,966,84,ES861072
186,2025-02-15,16:04:08,deposito,48.81,330,37,vB730025
187,2024-04-04,14:37:08,prelievo,125.87,505,26,dl073667
188,2021-03-12,02:36:06,prelievo,37.4,466,115,Ch402952
189,2024-11-17,07:56:35,deposito,73.76,812,118,ja410389
190,2024-01-12,23:14:36,prelievo,153.57,1069,233,dd680235
191,2024-07-23,05:50:52,prelievo,24.49,1071,82,Dk496735
192,2024-12-30,05:26:40,deposito,184.32,209,99,mE300044
193,2020-03-31,08:48:36,prelievo,100.91,538,151,XN507608
194,2020-11-11,21:54:45,deposito,29.72,702,58,bD060463
195,2022-02-11,02:01:05,deposito,70.68,534,237,ue295982
196,2025-11-26,02:09:36,lista_movimenti,,314,24,XR431449
197,2025-03-17,05:56:21,saldo,,729,100,yh834031
198,2023-12-01,07:56:50,lista_movimenti,,686,253,tL382748
199,2024-06-19,03:01:47,prelievo,55.46,298,51,qx970106
200,2025-04-11,21:49:41,deposito,28.52,204,60,md202995
201,2022-02-14,15:11:42,prelievo,89.02,68,102,xO594286
202,2025-01-09,19:49:01,deposito,139.4,20,210,Il304858
203,2020-03-12,18:42:52,prelievo,27.28,11,72,KG745447
204,2020-04-21,12:48:19,prelievo,124.96,910,4,PS396027
205,2019-11-04,08:37:41,prelievo,116.97,25,165,AQ934320
206,2017-08-03,21:12:37,prelievo,32.8,32,102,Ig173763
207,2024-03-30,13:18:54,prelievo,113.89,455,228,Wc183299
208,2021-07-18,22:17:38,lista_movimenti,,866,289,Vx711810
209,2025-02-28,18:40:30,prelievo,82.32,668,76,JO652237
210,2017-05-01,04:29:33,deposito,124.09,213,80,kH402165
211,2025-12-14,05:13:45,saldo,,1,3,Kr937521
212,2020-07-14,19:06:43,prelievo,180.34,608,113,FE634864
213,2025-04-18,09:42:10,lista_movimenti,,142,111,Zp331630
214,2015-09-23,11:48:02,prelievo,151.03,469,82,WM351496
215,2025-11-06,04:00:40,saldo,,443,21,mb464949
216,2023-04-29,13:08:56,prelievo,65.86,506,245,iO707360
217,2026-01-02,07:00:43,lista_movimenti,,759,84,cs986645
218,2021-10-03,22:22:52,prelievo,153.03,1130,130,yw999567
219,2023-05-05,00:14:57,prelievo,157.21,299,90,NS978939
220,2024-06-26,17:27:30,prelievo,44.77,340,58,hg270945
221,2024-02-06,22:25:39,lista_movimenti,,65,149,Jv233576
222,2025-02-26,22:55:37,prelievo,174.24,1008,229,HX846311
223,2016-03-24,04:16:10,prelievo,168.08,372,59,Mw775286
224,2018-08-05,23:00:40,prelievo,71.36,601,165,rQ147213
225,2015-10-10,07:17:26,saldo,,585,183,mt526529
226,2020-11-30,00:27:47,prelievo,33.12,253,202,uM884186
227,2017-02-09,00:02:03,prelievo,51.83,538,265,XN507608
228,2025-04-04,22:39:25,saldo,,71,171,Qq938432
229,2020-09-21,04:35:45,deposito,27.47,474,246,Rn956359
230,2024-03-25,23:02:32,lista_movimenti,,853,235,bu549157
231,2020-10-28,20:13:37,deposito,87.34,849,200,sy775844
232,2018-10-25,09:27:01,deposito,90.06,1011,46,kj751268
233,2022-02-03,13:34:29,saldo,,1156,65,CE752078
234,2026-02-15,04:48:06,prelievo,103.96,955,295,Ll242885
235,2022-10-03,18:03:21,prelievo,128.89,140,226,BL586716
236,2013-08-20,03:09:42,prelievo,195.34,1063,177,ml256657
237,2024-08-05,13:18:47,prelievo,128.63,127,7,tw866985
238,2022-12-30,22:30:21,deposito,146.51,336,90,Tq273933
239,2026-01-17,10:46:38,saldo,,444,201,Id610604
240,2025-10-18,09:53:17,deposito,60.7,979,290,eV736470
241,2024-11-02,01:03:57,lista_movimenti,,360,151,kc955766
242,2020-04-16,13:10:33,prelievo,23.4,578,217,eg649602
243,2024-10-30,14:39:09,prelievo,18.71,800,193,Dy649686
244,2016-05-14,15:11:50,deposito,10.39,728,252,ni405247
245,2024-04-26,00:53:21,prelievo,90.79,586,36,HB012003
246,2023-05-11,07:18:31,prelievo,197.61,302,128,FS475878
247,2024-05-24,19:09:41,prelievo,194.2,848,266,wP590147
248,2021-11-17,21:37:30,deposito,36.02,502,130,aT559634
249,2026-02-18,15:50:21,lista_movimenti,,658,298,FE893788
250,2021-10-23,22:44:59,prelievo,39.69,892,156,gt912771
251,2025-09-02,03:16:19,prelievo,145.38,849,275,sy775844
252,2024-11-22,07:21:24,deposito,36.61,290,76,Wx718192
253,2021-07-07,22:57:25,deposito,40.07,1197,11,Gl263960
254,2025-02-17,15:54:49,deposito,145.33,842,15,IK256002
255,2020-03-13,23:38:58,deposito,110.87,514,278,Ps863192
256,2024-06-28,10:59:11,deposito,33.23,967,150,tP509381
257,2025-03-25,01:10:37,prelievo,135.42,529,176,Ys874256
258,2026-01-11,08:11:54,deposito,172.87,133,215,dk225195
259,2025-08-24,15:20:50,deposito,25.19,383,72,li800403
260,2024-05-10,03:11:15,prelievo,137.75,591,66,lP220259
261,2022-02-07,04:08:57,deposito,126.03,1031,164,dv995602
262,2026-05-06,12:00:41,deposito,88.02,802,54,NO117837
263,2018-04-23,10:15:22,prelievo,185.67,116,2,ir700674
264,2016-08-23,12:20:06,lista_movimenti,,866,153,Vx711810
265,2024-07-09,01:32:04,saldo,,526,216,UK874121
266,2022-12-23,03:17:08,saldo,,876,188,VE382295
267,2023-07-23,17:56:35,saldo,,593,208,SX211034
268,2023-12-18,17:39:12,deposito,111.24,1140,26,Kw431712
269,2024-07-13,05:40:51,lista_movimenti,,577,153,wG190726
270,2019-11-14,00:58:40,prelievo,45.54,332,46,Am957427
271,2024-11-06,16:54:05,prelievo,20.66,1008,67,HX846311
272,2023-03-25,02:32:04,prelievo,81.18,516,221,by901269
273,2025-10-30,04:24:20,deposito,38.25,1011,215,kj751268
274,2024-11-27,06:51:01,saldo,,62,166,OQ882200
275,2024-09-02,23:58:22,deposito,10.72,945,54,ml839599
276,2025-07-19,23:04:22,prelievo,199.85,715,157,EY159838
277,2025-05-11,22:21:20,deposito,14.8,88,240,Jv325918
278,2015-08-28,16:08:10,deposito,194.51,862,264,Do126968
279,2025-06-10,18:39:51,lista_movimenti,,286,90,co112997
280,2014-01-23,10:02:52,deposito,116.55,551,21,JH833801
281,2025-02-02,19:56:04,prelievo,89.63,519,87,kQ808429
282,2017-04-04,13:36:48,prelievo,79.16,866,101,Vx711810
283,2023-05-25,19:15:09,saldo,,718,235,Mt154953
284,2023-12-08,00:47:27,prelievo,112.82,29,182,cO966688
285,2026-04-09,01:28:26,deposito,63.19,1002,227,Pu299190
286,2025-07-15,00:32:34,lista_movimenti,,1158,18,DB955466
287,2016-03-19,12:04:05,deposito,126.39,1060,120,LP297243
288,2017-06-12,05:03:38,deposito,169.6,381,4,Ta801186
289,2015-03-21,07:37:51,prelievo,149.79,607,97,fu168619
290,2023-11-04,06:17:10,prelievo,20.64,21,247,Ct779098
291,2023-04-09,12:32:56,prelievo,103.54,804,23,NR877461
292,2025-04-14,19:32:21,deposito,112.02,229,69,Of817113
293,2026-02-11,20:48:08,lista_movimenti,,520,65,Ld675530
294,2024-09-22,16:30:55,prelievo,122.08,290,36,Wx718192
295,2025-11-04,22:31:29,deposito,110.7,656,191,VY118399
296,2024-08-20,02:28:18,lista_movimenti,,625,127,jh031923
297,2023-07-29,07:46:44,saldo,,218,279,rA102623
298,2025-04-25,17:45:26,prelievo,105.39,483,163,RF112903
299,2024-04-27,21:51:21,deposito,163.93,1120,176,FT220278
300,2018-04-04,16:16:24,lista_movimenti,,893,100,Hk597267
301,2022-11-22,02:33:49,prelievo,130.62,75,284,KG028766
302,2024-09-29,05:22:30,prelievo,44.74,9,178,LA267757
303,2016-05-26,17:17:58,prelievo,46.88,519,100,kQ808429
304,2025-08-09,14:32:52,deposito,128.11,506,226,iO707360
305,2022-02-07,01:52:58,deposito,172.7,219,25,qd982333
306,2019-03-04,02:48:26,deposito,137.27,415,211,me115735
307,2025-12-15,22:57:54,prelievo,27.78,1010,187,kK578071
308,2015-12-15,10:59:35,deposito,88.3,893,183,Hk597267
309,2024-09-20,17:07:35,prelievo,108.8,505,8,dl073667
310,2023-03-03,17:15:48,deposito,91.22,175,35,LD982891
311,2019-12-28,18:14:14,deposito,125.34,339,169,vj794623
312,2020-11-17,19:38:16,prelievo,71.73,141,64,dG623498
313,2024-03-10,18:14:11,prelievo,43.07,109,22,Fk387716
314,2015-01-13,08:37:32,lista_movimenti,,1170,144,Db002824
315,2017-04-08,04:11:42,deposito,56.09,474,147,Rn956359
316,2024-10-10,05:29:54,prelievo,101.84,660,15,jY201836
317,2023-06-27,08:11:36,prelievo,137.7,923,170,Io874310
318,2017-06-28,19:32:52,deposito,15.34,1187,274,xo128142
319,2026-04-09,04:54:20,prelievo,120.04,398,78,yz311053
320,2022-08-22,19:26:27,deposito,107.85,181,213,Aq043915
321,2023-05-24,00:18:19,prelievo,37.33,1190,188,EH922865
322,2024-12-13,21:37:44,deposito,93.17,1032,122,tF004375
323,2024-09-13,01:51:56,deposito,77.75,827,241,FF677474
324,2016-11-05,03:09:18,prelievo,68.89,1159,137,LT975737
325,2022-04-03,12:37:56,prelievo,146.95,975,121,Ji594920
326,2024-03-26,12:57:50,prelievo,77.48,420,232,Nt155192
327,2025-11-09,15:27:16,deposito,29.3,455,35,Wc183299
328,2025-12-23,18:50:30,lista_movimenti,,242,219,kH373446
329,2022-06-01,17:26:12,deposito,15.55,87,219,jy557244
330,2024-03-18,17:07:42,prelievo,16.65,109,183,Fk387716
331,2022-08-24,10:46:35,prelievo,163.35,956,155,Dm394360
332,2024-01-23,23:47:57,prelievo,52.2,769,275,WC073087
333,2018-03-09,17:39:10,prelievo,21.3,186,38,YO863486
334,2022-03-29,21:33:20,deposito,138.42,546,94,Tr758097
335,2025-11-19,18:24:02,prelievo,159.28,663,52,zr716417
336,2022-10-27,08:23:55,saldo,,513,253,eP594696
337,2023-02-10,17:00:22,lista_movimenti,,711,33,pu458971
338,2021-12-14,11:05:46,saldo,,35,122,cc360209
339,2026-01-04,05:28:56,prelievo,116.43,674,93,yU404660
340,2021-08-11,01:12:37,deposito,196.93,219,179,qd982333
341,2025-05-23,20:27:46,deposito,152.69,818,17,yZ059854
342,2025-04-05,06:42:25,prelievo,178.88,52,6,ao504679
343,2025-02-04,13:51:17,deposito,185.23,1064,182,fZ215909
344,2021-07-30,05:29:41,deposito,199.42,1192,123,JQ672056
345,2022-01-18,12:36:47,deposito,148.5,748,39,DB529952
346,2025-05-07,21:25:32,prelievo,194.59,993,68,XY407086
347,2025-10-02,08:03:39,deposito,175.55,793,27,Rj696011
348,2022-01-22,18:31:42,deposito,42.25,29,266,cO966688
349,2024-05-05,18:30:48,prelievo,140.5,556,127,xC321567
350,2024-06-22,09:35:19,deposito,80.18,642,6,wD928648
351,2025-02-21,13:54:34,saldo,,391,33,Vj240239
352,2025-01-12,08:00:00,prelievo,94.31,1188,239,Wy463276
353,2024-09-28,19:33:59,prelievo,73.39,585,175,mt526529
354,2023-03-08,17:22:20,prelievo,73.63,926,185,ca711552
355,2025-10-29,06:01:15,saldo,,242,232,kH373446
356,2023-07-28,18:13:22,deposito,174.33,1047,176,WV167333
357,2024-07-16,02:18:54,prelievo,188.29,38,200,il026142
358,2018-06-20,06:39:02,lista_movimenti,,303,124,jL996308
359,2024-02-11,18:54:35,saldo,,857,18,gC043514
360,2022-01-10,22:47:53,prelievo,120.9,434,96,wk234097
361,2020-10-04,19:08:15,lista_movimenti,,1156,294,CE752078
362,2020-07-25,06:24:01,deposito,147.5,351,61,PM719076
363,2022-06-24,08:35:04,deposito,58.41,246,179,CK473664
364,2025-02-11,23:35:13,prelievo,29.42,487,92,NS535369
365,2018-04-24,21:01:42,prelievo,87.43,1160,203,dn706343
366,2024-10-15,10:24:59,deposito,56.64,661,5,RF432548
367,2014-07-19,01:27:37,prelievo,182.1,789,92,IB961263
368,2018-01-01,11:44:19,prelievo,142.93,622,174,VV522018
369,2021-03-26,20:11:32,lista_movimenti,,30,192,ni811078
370,2022-02-03,22:43:18,saldo,,458,183,tL424108
371,2024-12-19,22:29:50,prelievo,141.48,176,131,jK495738
372,2024-06-25,11:42:01,prelievo,180.25,457,264,dt046231
373,2018-05-10,09:51:42,saldo,,912,181,PP822890
374,2022-07-25,07:17:41,saldo,,577,220,wG190726
375,2020-03-26,14:11:05,saldo,,35,71,cc360209
376,2025-08-19,03:35:23,prelievo,172.73,404,179,ak093372
377,2026-05-02,23:17:04,prelievo,130.77,34,222,DK876695
378,2017-10-26,12:58:38,prelievo,150.08,939,25,PZ716515
379,2026-04-28,01:19:39,deposito,33.51,139,128,PS548595
380,2025-06-29,09:39:31,lista_movimenti,,1171,255,Pb698210
381,2020-11-22,08:48:01,saldo,,321,79,Np409420
382,2024-03-17,02:20:04,prelievo,195.38,270,185,Oy876662
383,2025-11-28,22:13:11,deposito,29.37,919,15,UQ721879
384,2023-03-18,03:57:12,prelievo,194.86,325,242,ZV821070
385,2025-04-18,01:14:04,saldo,,681,233,Lg023896
386,2026-04-24,13:17:50,deposito,16.75,376,7,IL775506
387,2025-11-23,08:14:31,prelievo,199.23,690,77,nV224408
388,2025-09-12,19:16:20,lista_movimenti,,663,243,zr716417
389,2014-03-25,00:00:24,prelievo,97.24,1114,41,Si374605
390,2025-09-06,06:15:52,prelievo,96.39,539,72,jt315874
391,2024-04-19,02:02:08,lista_movimenti,,69,135,va318500
392,2026-03-31,03:57:37,prelievo,118.16,320,171,Ut663071
393,2025-03-13,09:24:45,deposito,79.29,909,209,qy515003
394,2021-06-13,09:05:49,prelievo,111.85,172,261,oE768132
395,2026-04-05,13:17:50,lista_movimenti,,212,84,aU113901
396,2020-06-29,19:25:51,deposito,70.52,559,105,QL498421
397,2026-01-05,07:27:03,deposito,122.6,820,182,Ll846227
398,2019-08-25,22:53:44,saldo,,36,48,xw344115
399,2022-02-27,17:42:10,prelievo,89.58,969,214,YU658427
400,2016-02-24,20:10:29,prelievo,54.48,944,263,li937953
401,2025-12-07,22:23:07,deposito,197.35,117,42,sM581489
402,2024-11-12,03:19:12,saldo,,777,44,Pa086728
403,2018-11-15,09:40:35,saldo,,347,18,oR911147
404,2025-10-03,17:19:08,deposito,100.67,913,1,in303073
405,2022-01-17,08:02:01,prelievo,197.93,357,234,wa254369
406,2024-04-26,13:40:32,saldo,,468,216,Ti017759
407,2021-01-18,00:13:09,lista_movimenti,,539,31,jt315874
408,2023-01-10,17:34:06,deposito,188.98,253,50,uM884186
409,2013-07-08,11:47:12,saldo,,324,1,tN450687
410,2025-08-11,16:22:16,deposito,58.35,330,28,vB730025
411,2025-03-24,18:19:04,saldo,,844,278,UQ481602
412,2024-05-30,03:50:52,prelievo,154.91,656,80,VY118399
413,2021-07-29,08:14:00,prelievo,175.78,1103,132,UV909989
414,2025-10-08,15:43:08,prelievo,189.84,411,98,PF743607
415,2023-09-10,23:23:06,lista_movimenti,,725,59,Qs637803
416,2019-04-01,08:16:19,prelievo,102.65,736,34,Wv009407
417,2024-05-09,22:23:22,deposito,20.44,750,226,eS158534
418,2024-09-24,13:34:37,prelievo,49.72,14,276,zl386815
419,2022-09-14,01:03:43,prelievo,54.39,1099,76,OD153822
420,2023-04-04,13:24:20,prelievo,138.33,218,271,rA102623
421,2018-04-12,00:23:55,prelievo,195.84,429,67,KG991994
422,2022-03-07,13:49:12,prelievo,188.42,741,138,Jx955965
423,2020-04-14,12:28:02,prelievo,108.62,150,177,vN665993
424,2015-11-24,04:57:34,deposito,129.97,996,276,ZB608610
425,2025-08-25,02:18:10,prelievo,118.46,747,2,FG019868
426,2020-04-03,00:18:13,deposito,194.14,259,205,JU585456
427,2025-09-21,06:21:06,prelievo,89.06,748,296,DB529952
428,2024-01-17,11:39:35,prelievo,109.75,990,32,hc253896
429,2020-09-24,13:02:42,prelievo,100.49,803,257,bu243545
430,2018-06-30,03:49:34,prelievo,181.21,241,145,tk953031
