Move,Use_Percentage,Pokemon,Unique
Protect,25.83%,Primarina,0
Protect,31.68%,Chandelure,0
Protect,7.98%,Toxicroak,0
Protect,77.20%,Dracozolt,0
Protect,12.19%,Sceptile,0
Protect,59.94%,Pincurchin,0
Protect,53.47%,Centiskorch,0
Protect,12.89%,Greedent,0
Protect,45.25%,Porygon-Z,0
Protect,16.72%,Butterfree,0
Protect,16.67%,Lucario,0
Protect,39.93%,Mudsdale,0
Protect,74.91%,Cherrim,0
Protect,94.92%,Exeggutor,0
Protect,36.21%,Altaria,0
Protect,7.06%,Klefki,0
Protect,38.75%,Gigalith,0
Protect,16.70%,Riolu,0
Protect,37.80%,Mandibuzz,0
Protect,88.58%,Lurantis,0
Protect,13.81%,Dragonite,0
Protect,9.63%,Darmanitan Standard Mode,0
Protect,76.16%,Cradily,0
Protect,11.16%,Scrafty,0
Protect,14.60%,Aerodactyl,0
Protect,82.28%,Kabutops,0
Protect,11.53%,Articuno,0
Protect,34.54%,Blacephalon,0
Protect,27.22%,Duraludon,0
Protect,5.38%,Drednaw,0
Protect,63.33%,Heatran,0
Protect,89.81%,Clefable,0
Protect,77.29%,Appletun,0
Protect,28.99%,Bisharp,0
Protect,98.27%,Registeel,0
Protect,58.95%,Rhyperior,0
Protect,99.28%,Stonjourner,0
Protect,7.59%,Leafeon,0
Protect,20.23%,Abomasnow,0
Protect,50.22%,Diggersby,0
Protect,71.99%,Giratina Altered Forme,0
Protect,85.27%,Swoobat,0
Protect,38.00%,Vikavolt,0
Protect,52.90%,Durant,0
Protect,17.12%,Cresselia,0
Protect,93.21%,Wishiwashi Solo Form,0
Protect,45.11%,Conkeldurr,0
Protect,49.04%,Boltund,0
Protect,94.21%,Terrakion,0
Protect,15.72%,Cobalion,0
Protect,87.03%,Black Kyurem,0
Protect,10.29%,Mantine,0
Protect,73.42%,Machamp,0
Protect,16.92%,Goodra,0
Protect,64.08%,Accelgor,0
Protect,40.28%,Xurkitree,0
Protect,92.52%,Tauros,0
Protect,99.30%,Garbodor,0
Protect,85.22%,Luxray,0
Protect,12.02%,Dugtrio,0
Protect,54.65%,Mow Rotom,0
Protect,24.12%,Gengar,0
Protect,98.81%,Glaceon,0
Protect,39.46%,Palossand,0
Protect,4.88%,Espeon,0
Protect,87.58%,Tyrantrum,0
Protect,10.94%,Cinccino,0
Protect,87.44%,Kommo-o,0
Protect,60.62%,Cloyster,0
Protect,78.28%,Blaziken,0
Protect,13.99%,Drampa,0
Protect,12.67%,Grapploct,0
Protect,47.42%,Zoroark,0
Protect,36.67%,Lilligant,0
Protect,25.16%,Clawitzer,0
Protect,6.57%,Haxorus,0
Protect,38.42%,Dhelmise,0
Protect,11.22%,Runerigus,0
Protect,70.32%,Braviary,0
Protect,67.30%,Virizion,0
Protect,73.46%,Togetic,0
Protect,40.70%,Alolan Raichu,0
Protect,25.44%,Beartic,0
Protect,28.40%,Copperajah,0
Protect,75.79%,Flapple,0
Protect,59.85%,Sylveon,0
Protect,5.74%,Slurpuff,0
Protect,81.74%,Eiscue Ice Face,0
Protect,47.42%,Hippowdon,0
Protect,53.21%,Alakazam,0
Protect,54.67%,Arctozolt,0
Protect,19.05%,Starmie,0
Protect,10.42%,Turtonator,0
Protect,95.31%,Sharpedo,0
Protect,7.27%,Salazzle,0
Protect,53.75%,Ninetales,0
Protect,16.43%,Sirfetch'd,0
Protect,12.22%,Ribombee,0
Protect,12.98%,Charjabug,0
Protect,49.38%,Toxtricity Low Key Form,0
Protect,90.26%,Vaporeon,0
Protect,59.98%,Mr. Mime,0
Protect,83.96%,Magnezone,0
Protect,8.36%,Gallade,0
Protect,4.95%,Lopunny,0
Protect,58.10%,Malamar,0
Protect,17.72%,Golisopod,0
Protect,17.61%,Golduck,0
Protect,83.58%,Shiinotic,0
Protect,72.38%,Lycanroc Dusk Form,0
Protect,8.38%,Unfezant,0
Protect,17.09%,Perrserker,0
Protect,16.76%,Galarian Slowbro,0
Protect,75.25%,Frost Rotom,0
Protect,90.39%,Roserade,0
Protect,12.75%,Tangrowth,0
Protect,79.33%,Sandaconda,0
Protect,13.08%,Polteageist,0
Protect,79.87%,Tangela,0
Protect,30.14%,Morpeko Full Belly Mode,0
Protect,6.52%,Miltank,0
Protect,35.30%,Crawdaunt,0
Protect,53.78%,Heracross,0
Protect,78.95%,Magneton,0
Protect,24.59%,Stoutland,0
Protect,9.05%,Noivern,0
Protect,32.16%,Jolteon,0
Protect,21.11%,Cursola,0
Protect,42.91%,Falinks,0
Protect,19.59%,Dedenne,0
Protect,77.89%,Flygon,0
Protect,25.09%,Reuniclus,0
Protect,46.48%,Drapion,0
Protect,33.52%,Exploud,0
Protect,64.89%,Wigglytuff,0
Protect,8.49%,Galarian Corsola,0
Protect,55.52%,Vanilluxe,0
Protect,89.14%,Seaking,0
Protect,3.75%,Sigilyph,0
Protect,25.01%,Decidueye,0
Protect,66.57%,Galvantula,0
Protect,98.32%,Arctovish,0
Protect,25.92%,Maractus,0
Protect,5.49%,Orbeetle,0
Protect,28.77%,Passimian,0
Protect,35.81%,Lycanroc Midday Form,0
Protect,9.79%,Beheeyem,0
Protect,33.58%,Marowak,0
Protect,85.92%,Tentacruel,0
Protect,92.45%,Dragalge,0
Protect,65.35%,Flareon,0
Protect,86.03%,Bewear,0
Protect,52.90%,Scyther,0
Protect,56.92%,Alolan Sandslash,0
Protect,52.15%,Poliwrath,0
Protect,54.43%,Lycanroc Midnight Form,0
Protect,82.86%,Golurk,0
Protect,11.82%,Lickilicky,0
Protect,95.16%,Fan Rotom,0
Protect,15.89%,Hitmonlee,0
Protect,70.41%,Scolipede,0
Protect,12.44%,Dunsparce,0
Protect,33.53%,Sandslash,0
Protect,93.52%,Steelix,0
Protect,87.57%,Noctowl,0
Protect,99.99%,Corsola,0
Protect,99.48%,Mime Jr.,0
Sacred Sword,84.15%,Zacian Crowned Sword,0
Sacred Sword,79.66%,Kartana,0
Sacred Sword,6.29%,Aegislash Shield Forme,0
Sacred Sword,34.59%,Terrakion,0
Sacred Sword,11.15%,Cobalion,0
Sacred Sword,23.07%,Virizion,0
Play Rough,64.49%,Zacian Crowned Sword,0
Play Rough,41.47%,Mimikyu,0
Play Rough,20.90%,Azumarill,0
Play Rough,7.76%,Klefki,0
Play Rough,51.43%,Beartic,0
Play Rough,30.97%,Copperajah,0
Play Rough,2.98%,Slurpuff,0
Play Rough,7.00%,Lopunny,0
Play Rough,8.37%,Lycanroc Dusk Form,0
Play Rough,35.30%,Perrserker,0
Play Rough,67.26%,Miltank,0
Play Rough,26.22%,Stoutland,0
Play Rough,39.75%,Lycanroc Midday Form,0
Play Rough,56.62%,Lycanroc Midnight Form,0
Substitute,30.27%,Zacian Crowned Sword,0
Substitute,41.09%,Zygarde Complete Forme,0
Substitute,50.25%,Landorus Incarnate Forme,0
Substitute,28.36%,Dracovish,0
Substitute,69.01%,Galarian Weezing,0
Substitute,28.80%,Moltres,0
Substitute,12.91%,Pincurchin,0
Substitute,10.04%,Aegislash Shield Forme,0
Substitute,9.63%,Darmanitan Standard Mode,0
Substitute,6.99%,Heatran,0
Substitute,84.63%,Swoobat,0
Substitute,6.06%,Accelgor,0
Substitute,78.52%,Manectric,0
Substitute,35.65%,Magneton,0
Substitute,9.57%,Dedenne,0
Substitute,14.45%,Galarian Corsola,0
Substitute,9.02%,Hitmonlee,0
Quick Attack,8.49%,Zacian Crowned Sword,0
Quick Attack,19.39%,Leafeon,0
Quick Attack,66.09%,Sylveon,0
Quick Attack,4.63%,Flareon,0
Quick Attack,9.84%,Scyther,0
Fake Out,99.80%,Incineroar,0
Fake Out,15.00%,Grimmsnarl,0
Fake Out,97.62%,Rillaboom,0
Fake Out,60.24%,Blastoise,0
Fake Out,98.54%,Raichu,0
Fake Out,60.81%,Sableye,0
Fake Out,93.33%,Gothitelle,0
Fake Out,98.84%,Mienshao,0
Fake Out,93.21%,Liepard,0
Fake Out,97.09%,Weavile,0
Fake Out,97.02%,Hitmontop,0
Fake Out,32.01%,Meowstic Male,0
Fake Out,94.10%,Alolan Persian,0
Fake Out,82.69%,Sneasel,0
Fake Out,61.96%,Ludicolo,0
Fake Out,97.76%,Pikachu,0
Fake Out,17.46%,Togedemaru,0
Fake Out,99.89%,Kangaskhan,0
Fake Out,73.33%,Shiftry,0
Fake Out,90.09%,Toxicroak,0
Fake Out,96.80%,Scrafty,0
Fake Out,98.97%,Mr. Rime,0
Fake Out,94.73%,Mime Galarian Mr. Mime,0
Fake Out,43.20%,Alolan Raichu,0
Fake Out,98.40%,Torracat,0
Fake Out,76.82%,Salazzle,0
Fake Out,92.12%,Mr. Mime,0
Fake Out,68.36%,Lopunny,0
Fake Out,79.87%,Perrserker,0
Fake Out,90.55%,Morpeko Full Belly Mode,0
Fake Out,46.21%,Hitmonlee,0
Flare Blitz,98.84%,Incineroar,0
Flare Blitz,57.00%,Entei,0
Flare Blitz,10.67%,Cinderace,0
Flare Blitz,4.52%,Coalossal,0
Flare Blitz,18.76%,Arcanine,0
Flare Blitz,99.51%,Darmanitan Galarian Standard Mode,0
Flare Blitz,27.48%,Talonflame,0
Flare Blitz,99.75%,Alolan Marowak,0
Flare Blitz,94.15%,Centiskorch,0
Flare Blitz,97.89%,Darmanitan Standard Mode,0
Flare Blitz,25.73%,Blaziken,0
Flare Blitz,98.29%,Flareon,0
Parting Shot,96.07%,Incineroar,0
Parting Shot,9.87%,Alolan Persian,0
Parting Shot,20.61%,Obstagoon,0
Parting Shot,43.15%,Silvally,0
Parting Shot,100.00%,Torracat,0
Parting Shot,54.02%,Thievul,0
Parting Shot,94.83%,Morpeko Full Belly Mode,0
Darkest Lariat,40.01%,Incineroar,0
Darkest Lariat,15.46%,Regigigas,0
Darkest Lariat,41.90%,Snorlax,0
Darkest Lariat,25.32%,Krookodile,0
Darkest Lariat,95.84%,Electivire,0
Darkest Lariat,23.04%,Dusknoir,0
Darkest Lariat,91.57%,Bewear,0
Darkest Lariat,16.89%,Poliwrath,0
Throat Chop,21.10%,Incineroar,0
Throat Chop,55.04%,Barraskewda,0
Throat Chop,9.20%,Pheromosa,0
Throat Chop,13.15%,Weavile,0
Throat Chop,17.00%,Galarian Zapdos,0
Throat Chop,68.18%,Shiftry,0
Throat Chop,6.46%,Obstagoon,0
Throat Chop,26.95%,Scrafty,0
Throat Chop,8.38%,Tauros,0
Throat Chop,84.02%,Luxray,0
Throat Chop,8.37%,Beartic,0
Throat Chop,4.19%,Gallade,0
Throat Chop,75.33%,Malamar,0
Throat Chop,7.19%,Perrserker,0
Throat Chop,13.11%,Heracross,0
Throat Chop,29.03%,Falinks,0
Throat Chop,34.11%,Hitmonlee,0
Throat Chop,94.34%,Corsola,0
Taunt,20.39%,Incineroar,0
Taunt,17.89%,Thundurus Incarnate Forme,0
Taunt,27.55%,Whimsicott,0
Taunt,24.37%,Tornadus Incarnate Forme,0
Taunt,66.25%,Dusclops,0
Taunt,97.79%,Weezing,0
Taunt,30.70%,Tapu Lele,0
Taunt,43.92%,Mimikyu,0
Taunt,9.66%,Gothitelle,0
Taunt,17.90%,Umbreon,0
Taunt,47.28%,Spectrier,0
Taunt,41.36%,Tsareena,0
Taunt,9.72%,Galarian Zapdos,0
Taunt,6.35%,Alolan Persian,0
Taunt,10.04%,Galarian Moltres,0
Taunt,17.31%,Talonflame,0
Taunt,13.29%,Sneasel,0
Taunt,28.55%,Galarian Weezing,0
Taunt,21.79%,Gyarados,0
Taunt,51.84%,Tapu Bulu,0
Taunt,30.02%,Froslass,0
Taunt,3.90%,Jellicent,0
Taunt,62.00%,Mandibuzz,0
Taunt,44.26%,Obstagoon,0
Taunt,8.24%,Scrafty,0
Taunt,6.80%,Aerodactyl,0
Taunt,12.86%,Heatran,0
Taunt,23.93%,Bisharp,0
Taunt,10.71%,Corviknight,0
Taunt,3.66%,Gengar,0
Taunt,25.83%,Crobat,0
Taunt,20.84%,Zoroark,0
Taunt,4.29%,Virizion,0
Taunt,7.57%,Alakazam,0
Taunt,91.69%,Torracat,0
Taunt,15.53%,Thievul,0
Taunt,36.17%,Salazzle,0
Taunt,48.96%,Emolga,0
Taunt,26.60%,Toxtricity Low Key Form,0
Taunt,27.72%,Mr. Mime,0
Taunt,17.46%,Unfezant,0
Taunt,11.07%,Perrserker,0
Taunt,18.15%,Morpeko Full Belly Mode,0
Taunt,22.84%,Noivern,0
Taunt,60.28%,Drapion,0
Taunt,75.36%,Vanilluxe,0
Taunt,96.89%,Mime Jr.,0
Snarl,9.50%,Incineroar,0
Snarl,22.24%,Calyrex Shadow Rider,0
Snarl,45.45%,Yveltal,0
Snarl,28.70%,Entei,0
Snarl,90.78%,Umbreon,0
Snarl,85.82%,Spectrier,0
Snarl,66.14%,Arcanine,0
Snarl,62.25%,Zamazenta Crowned Shield,0
Snarl,85.88%,Suicune,0
Snarl,21.06%,Liepard,0
Snarl,16.88%,Hydreigon,0
Snarl,9.43%,Glastrier,0
Snarl,37.83%,Galarian Moltres,0
Snarl,7.90%,Tyranitar,0
Snarl,22.82%,Raikou,0
Snarl,29.80%,Krookodile,0
Snarl,36.58%,Mandibuzz,0
Snarl,56.41%,Scrafty,0
Snarl,50.59%,Boltund,0
Snarl,81.69%,Manectric,0
Snarl,47.34%,Drampa,0
Snarl,55.11%,Zoroark,0
Snarl,81.40%,Haxorus,0
Snarl,81.58%,Thievul,0
Snarl,45.06%,Toxtricity Low Key Form,0
Snarl,13.48%,Stoutland,0
Snarl,11.20%,Drapion,0
Water Spout,93.60%,Kyogre,0
Water Spout,8.23%,Blastoise,0
Water Spout,57.23%,Jellicent,0
Origin Pulse,77.79%,Kyogre,1
Ice Beam,77.36%,Kyogre,0
Ice Beam,79.87%,Gastrodon,0
Ice Beam,28.40%,Porygon2,0
Ice Beam,15.37%,Blastoise,0
Ice Beam,9.32%,White Kyurem,0
Ice Beam,17.66%,Milotic,0
Ice Beam,9.05%,Mewtwo,0
Ice Beam,10.22%,Inteleon,0
Ice Beam,6.01%,Politoed,0
Ice Beam,34.87%,Ludicolo,0
Ice Beam,10.84%,Primarina,0
Ice Beam,7.91%,Latias,0
Ice Beam,6.45%,Cresselia,0
Ice Beam,93.19%,Wishiwashi Solo Form,0
Ice Beam,82.95%,Mantine,0
Ice Beam,5.95%,Goodra,0
Ice Beam,38.34%,Silvally,0
Ice Beam,13.25%,Starmie,0
Ice Beam,10.99%,Vaporeon,0
Ice Beam,2.91%,Lopunny,0
Ice Beam,25.41%,Golduck,0
Ice Beam,16.55%,Cursola,0
Ice Beam,50.26%,Exploud,0
Ice Beam,81.73%,Seaking,0
Ice Beam,3.50%,Tentacruel,0
Thunder,54.06%,Kyogre,0
Thunder,25.84%,Zapdos,0
Thunder,19.91%,Lapras,0
Thunder,11.26%,Tapu Koko,0
Thunder,40.02%,Thundurus Therian Forme,0
Thunder,10.65%,Wash Rotom,0
Thunder,14.29%,Pikachu,0
Thunder,30.29%,Raikou,0
Thunder,77.35%,Heliolisk,0
Thunder,36.41%,Porygon-Z,0
Thunder,28.63%,Duraludon,0
Thunder,17.20%,Vikavolt,0
Thunder,16.45%,Xurkitree,0
Thunder,12.93%,Mow Rotom,0
Thunder,86.41%,Manectric,0
Thunder,8.39%,Magnezone,0
Thunder,39.98%,Frost Rotom,0
Thunder,37.51%,Jolteon,0
Thunder,21.36%,Reuniclus,0
Thunder,39.96%,Galvantula,0
Thunder,12.56%,Dragalge,0
Blizzard,12.52%,Kyogre,0
Blizzard,52.96%,Blastoise,0
Blizzard,24.82%,Dialga,0
Blizzard,57.73%,White Kyurem,0
Blizzard,19.52%,Tapu Fini,0
Blizzard,19.92%,Lapras,0
Blizzard,44.31%,Milotic,0
Blizzard,14.88%,Mewtwo,0
Blizzard,4.90%,Ludicolo,0
Blizzard,75.58%,Alolan Ninetales,0
Blizzard,13.38%,Porygon-Z,0
Blizzard,74.71%,Abomasnow,0
Blizzard,11.58%,Glaceon,0
Blizzard,3.58%,Vaporeon,0
Blizzard,100.00%,Frost Rotom,0
Blizzard,8.44%,Cursola,0
Blizzard,15.21%,Exploud,0
Blizzard,99.83%,Vanilluxe,0
Blizzard,30.08%,Tentacruel,0
Blizzard,12.53%,Dunsparce,0
Reflect,75.87%,Grimmsnarl,0
Reflect,7.18%,Tapu Lele,0
Reflect,4.69%,Dragapult,0
Reflect,74.02%,Meowstic Male,0
Reflect,47.94%,Raikou,0
Reflect,55.96%,Togedemaru,0
Reflect,78.80%,Klefki,0
Reflect,29.12%,Articuno,0
Reflect,4.84%,Togetic,0
Reflect,8.77%,Ribombee,0
Reflect,13.17%,Aromatisse,0
Reflect,12.45%,Magneton,0
Reflect,9.68%,Claydol,0
Light Screen,63.99%,Grimmsnarl,0
Light Screen,4.52%,Raichu,0
Light Screen,5.23%,Tapu Fini,0
Light Screen,9.00%,Dragapult,0
Light Screen,7.67%,Tapu Koko,0
Light Screen,80.13%,Meowstic Male,0
Light Screen,44.37%,Raikou,0
Light Screen,78.69%,Klefki,0
Light Screen,94.87%,Charjabug,0
Light Screen,13.21%,Aromatisse,0
Light Screen,9.70%,Claydol,0
Light Screen,9.36%,Reuniclus,0
Light Screen,11.41%,Galarian Corsola,0
Light Screen,3.51%,Orbeetle,0
Thunder Wave,55.35%,Grimmsnarl,0
Thunder Wave,11.83%,Thundurus Incarnate Forme,0
Thunder Wave,7.19%,Liepard,0
Thunder Wave,18.48%,Meowstic Male,0
Thunder Wave,5.38%,Tyranitar,0
Thunder Wave,43.63%,Raikou,0
Thunder Wave,92.24%,Klefki,0
Thunder Wave,13.82%,Cresselia,0
Thunder Wave,46.66%,Boltund,0
Thunder Wave,8.95%,Manectric,0
Thunder Wave,14.47%,Cinccino,0
Thunder Wave,12.31%,Togetic,0
Thunder Wave,5.44%,Salazzle,0
Thunder Wave,25.25%,Mr. Mime,0
Thunder Wave,49.45%,Lopunny,0
Thunder Wave,8.81%,Miltank,0
Thunder Wave,5.82%,Stoutland,0
Thunder Wave,28.58%,Jolteon,0
Spirit Break,52.75%,Grimmsnarl,1
Foul Play,38.45%,Grimmsnarl,0
Foul Play,19.23%,Thundurus Incarnate Forme,0
Foul Play,10.87%,Amoonguss,0
Foul Play,60.61%,Yveltal,0
Foul Play,44.72%,Porygon2,0
Foul Play,13.93%,Sableye,0
Foul Play,98.97%,Umbreon,0
Foul Play,53.76%,Liepard,0
Foul Play,33.37%,Weavile,0
Foul Play,98.56%,Alolan Persian,0
Foul Play,16.40%,Galarian Moltres,0
Foul Play,4.42%,Sneasel,0
Foul Play,15.68%,Wash Rotom,0
Foul Play,14.82%,Tyranitar,0
Foul Play,20.00%,Oranguru,0
Foul Play,29.34%,Krookodile,0
Foul Play,17.15%,Shiftry,0
Foul Play,95.49%,Toxicroak,0
Foul Play,13.30%,Porygon-Z,0
Foul Play,24.45%,Klefki,0
Foul Play,62.59%,Mandibuzz,0
Foul Play,42.23%,Scrafty,0
Foul Play,99.64%,Diggersby,0
Foul Play,23.16%,Thievul,0
Scary Face,34.62%,Grimmsnarl,0
Scary Face,14.58%,Thundurus Incarnate Forme,0
Scary Face,26.49%,Drapion,0
Trick,32.65%,Grimmsnarl,0
Trick,4.84%,Calyrex Shadow Rider,0
Trick,20.68%,Sableye,0
Trick,16.37%,Indeedee Male,0
Trick,16.27%,Meowstic Male,0
Trick,64.78%,Blacephalon,0
Trick,22.27%,Espeon,0
Trick,16.65%,Starmie,0
Trick,4.56%,Gallade,0
Trick,11.08%,Frost Rotom,0
Fake Tears,17.56%,Grimmsnarl,0
Fake Tears,7.08%,Whimsicott,0
Fake Tears,55.94%,Liepard,0
Fake Tears,68.22%,Weavile,0
Fake Tears,82.18%,Alolan Persian,0
Fake Tears,15.75%,Alolan Ninetales,0
Fake Tears,40.28%,Froslass,0
Fake Tears,14.47%,Cinccino,0
Fake Tears,16.54%,Zoroark,0
Fake Tears,51.23%,Slurpuff,0
Fake Tears,70.03%,Thievul,0
Fake Tears,4.24%,Cofagrigus,0
Fake Tears,9.98%,Salazzle,0
Fake Tears,18.62%,Ninetales,0
Fake Tears,15.25%,Ribombee,0
Fake Tears,10.81%,Aromatisse,0
Fake Tears,23.31%,Jolteon,0
Electroweb,84.90%,Regieleki,0
Electroweb,16.44%,Thundurus Incarnate Forme,0
Electroweb,67.33%,Raichu,0
Electroweb,18.51%,Tapu Koko,0
Electroweb,10.28%,Thundurus Therian Forme,0
Electroweb,29.73%,Pikachu,0
Electroweb,79.31%,Heliolisk,0
Electroweb,22.41%,Xurkitree,0
Electroweb,32.74%,Mow Rotom,0
Electroweb,4.07%,Emolga,0
Electroweb,58.47%,Dedenne,0
Electroweb,88.15%,Galvantula,0
Thunderbolt,38.15%,Regieleki,0
Thunderbolt,22.15%,Thundurus Incarnate Forme,0
Thunderbolt,69.66%,Zapdos,0
Thunderbolt,98.39%,Heat Rotom,0
Thunderbolt,5.62%,Lugia,0
Thunderbolt,18.51%,Tapu Koko,0
Thunderbolt,49.53%,Thundurus Therian Forme,0
Thunderbolt,77.06%,Wash Rotom,0
Thunderbolt,40.15%,Pikachu,0
Thunderbolt,55.70%,Raikou,0
Thunderbolt,11.74%,Heliolisk,0
Thunderbolt,10.48%,Porygon-Z,0
Thunderbolt,7.87%,Latias,0
Thunderbolt,55.30%,Duraludon,0
Thunderbolt,81.46%,Vikavolt,0
Thunderbolt,50.19%,Boltund,0
Thunderbolt,24.75%,Goodra,0
Thunderbolt,50.41%,Xurkitree,0
Thunderbolt,82.70%,Mow Rotom,0
Thunderbolt,3.68%,Gengar,0
Thunderbolt,11.70%,Manectric,0
Thunderbolt,10.48%,Starmie,0
Thunderbolt,83.42%,Magnezone,0
Thunderbolt,99.01%,Frost Rotom,0
Thunderbolt,54.47%,Magneton,0
Thunderbolt,10.97%,Jolteon,0
Thunderbolt,24.69%,Wigglytuff,0
Thunderbolt,6.30%,Gardevoir,0
Thunderbolt,45.94%,Beheeyem,0
Thunderbolt,45.67%,Dragalge,0
Thunderbolt,93.11%,Fan Rotom,0
Bounce,36.59%,Regieleki,0
Bounce,26.74%,Kingdra,0
Bounce,75.29%,Seismitoad,0
Bounce,80.27%,Cinderace,0
Bounce,83.74%,Barraskewda,0
Bounce,6.16%,Tsareena,0
Bounce,72.57%,Gyarados,0
Bounce,17.27%,Shiftry,0
Bounce,76.31%,Cobalion,0
Bounce,63.06%,Virizion,0
Bounce,8.45%,Sharpedo,0
Bounce,61.06%,Hitmonlee,0
Wild Charge,34.98%,Regieleki,0
Wild Charge,74.03%,Thundurus Incarnate Forme,0
Wild Charge,34.58%,Solgaleo,0
Wild Charge,6.37%,Arcanine,0
Wild Charge,66.80%,Tapu Koko,0
Wild Charge,99.84%,Klinklang,0
Wild Charge,93.74%,Electivire,0
Wild Charge,98.43%,Luxray,0
Wild Charge,4.22%,Bouffalant,0
Wild Charge,24.15%,Stoutland,0
Wild Charge,6.63%,Dunsparce,0
Volt Switch,29.41%,Regieleki,0
Volt Switch,32.80%,Raichu,0
Volt Switch,25.57%,Tapu Koko,0
Volt Switch,19.35%,Thundurus Therian Forme,0
Volt Switch,20.13%,Wash Rotom,0
Volt Switch,6.91%,Pikachu,0
Volt Switch,16.78%,Raikou,0
Volt Switch,28.30%,Togedemaru,0
Volt Switch,8.06%,Heliolisk,0
Volt Switch,50.46%,Vikavolt,0
Volt Switch,13.41%,Mow Rotom,0
Volt Switch,29.04%,Alolan Raichu,0
Volt Switch,33.83%,Emolga,0
Volt Switch,5.29%,Charjabug,0
Volt Switch,30.91%,Toxtricity Low Key Form,0
Volt Switch,15.51%,Magnezone,0
Volt Switch,17.27%,Magneton,0
